,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean,prev_transcript_clean
388,1,tGwanny gave me dis dwy wipsticks .n,tshe gave you what ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,tGwanny gave me this dwy wipsticks .n.,tshe gave you what ?n.,.
389,2,tone's baby spoon .n,tthat's that's baby's spoon you said .n,False,possessive,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,tone's baby spoon .n.,tthat's that's baby's spoon you said .n.,.
390,3,t&i &i &i if dey eat dumpers or .n,tif they eat what ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,t&i if dey eat dumpers or .n.,tif they eat what ?n.,.
391,4,t&I I don't wake &an anybody up in de house .n,"tyou don't wanna wake anybody up in de house , except Mommy and baby in the morning .n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,t&I I don't wake anybody up in the house .n.,"tyou don't wanna wake anybody up in the house, except Mommy and baby in the morning .n.",.
392,5,"t "" baby .n",tan baby .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,"t "" baby .n.",tan baby .n.,.
393,6,tgo back to sweep .n,"t "" go back to sleep .n",False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,tgo back to sweep .n.,"t "" go back to sleep .n.",.
394,7,tgo go sweep .n,tyou didn't go to sleep !n,False,"preposition, other, subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,tgo go sweep .n.,tyou didn't go to sleep !n.,.
395,8,tI waked evwybody up .n,tyou woke everybody up .n,False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,tI waked evwybody up .n.,tyou woke everybody up .n.,.
396,0,thow do you get it over in there ?n,thow do you get it over in where ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre28.annotated.cex,trevor,thow do you get it over in there ?n.,thow do you get it over in where ?n.,.
397,1,thelp me .n,"thelp me , help me with what ?n",False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre28.annotated.cex,trevor,thelp me .n.,"thelp me, help me with what ?n.",.
398,0,tput it in duh boat .n,tyou put it in the boat ?n,False,"subject, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tput it in duh boat .n.,tyou put it in the boat ?n.,.
399,1,tgo sit down on duh padwo .n,tyou want me to sit on the pillow ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tgo sit down on duh padwo .n.,tyou want me to sit on the pillow ?n.,.
400,2,tI kwert duh airplane .n,tyou you closed the airplane ?n,False,"determiner, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tI kwert duh airplane .n.,tyou you closed the airplane ?n.,.
401,3,tkwert dee airplane .n,tenjoyed the airplane ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tkwert dee airplane .n.,tenjoyed the airplane ?n.,.
402,4,tkwert dee airplane .n,"toh , you squirted the airplane .n",False,"tense_aspect, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tkwert dee airplane .n.,"toh, you squirted the airplane .n.",.
403,5,tcan't get it out .n,"t&uh , you keep trying , you can get .n",False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tcan't get it out .n.,"t&uh, you keep trying, you can get .n.",.
404,6,tI kwert de airplane .n,tyou squirted him again .n,False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tI kwert the airplane .n.,tyou squirted him again .n.,.
405,7,tI fink dat a heocopter .n,tyou think that's a helicopter .n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tI fink that a heocopter .n.,tyou think that's a helicopter .n.,.
406,8,tgave dis .n,tshe gave this car .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tgave this .n.,tshe gave this car .n.,.
407,9,tdere gun weep in duh water .n,tyou want em to sleep in the water ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tdere gun weep in duh water .n.,tyou want em to sleep in the water ?n.,.
408,10,tfrom my flower .n,tit came from the flower Helen gave you .n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tfrom my flower .n.,tit came from the flower Helen gave you .n.,.
409,11,"t&um , on your bottom .n",tyou're gonna make ice cream on my bottom ?n,False,"subject, verb, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,"t&um, on your bottom .n.",tyou're going to make ice cream on my bottom ?n.,.
410,12,"tno , no dat a fader .n",tthat's a fatter ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,"tno, no that a fader .n.",tthat's a fatter ?n.,.
411,13,tday bohs horn Dada .n,tthey both horn ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tday bohs horn Dada .n.,tthey both horn ?n.,.
412,14,"tday , day bohs gotta horn .n",tthey both gotta horn ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,"tday, day bohs gotta horn .n.",tthey both gotta horn ?n.,.
413,15,the faw on his head .n,"tsee , she fell on the clown fell on his head too .n",False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,the faw on his head .n.,"tsee, she fell on the clown fell on his head too .n.",.
414,16,"t&um , cowboy .n",tthat's a cowboy too ?n,False,"subject, verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,"t&um, cowboy .n.",tthat's a cowboy too ?n.,.
415,17,tmore ice cweam Dada ?n,tthey want more ice cream ?n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,tmore ice cweam Dada ?n.,tthey want more ice cream ?n.,.
416,0,ta sticky white thing .n,twhat sticky white thing ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,ta sticky white thing .n.,twhat sticky white thing ?n.,.
417,1,tan where do they live ?n,twhere does who live ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tan where do they live ?n.,twhere does who live ?n.,.
418,2,tthey live in a bad billage that has all different kinds of owls in it .n,tows or owls ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tthey live in a bad billage that has all different kinds of owls in it .n.,tows or owls ?n.,.
419,3,tthis is his twuck .n,tthat's who's truck ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tthis is his twuck .n.,tthat's who's truck ?n.,.
420,4,tbecause I weaded the number book two four two five six .n,tyou read it in the number book .n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tbecause I weaded the number book two four two five six .n.,tyou read it in the number book .n.,.
421,5,tyou hafta say good bye .n,tI have to say good bye ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tyou have to say good bye .n.,tI have to say good bye ?n.,.
422,6,tyou hafta say good bye .n,tI have to say good bye please .n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tyou have to say good bye .n.,tI have to say good bye please .n.,.
423,7,tno we don't .n,twhat do you mean no we don't ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tno we don't .n.,twhat do you mean no we don't ?n.,.
424,8,tgot it .n,tyou got it ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,tgot it .n.,tyou got it ?n.,.
425,0,tbut I'm screwing it in .  10099n,twhat is it ?  10915n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,tbut I'm screwing it in . 10099n.,twhat is it ? 10915n.,.
426,1,tbut I'm screwing it in .  10099n,twhat is it though ?  13324n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,tbut I'm screwing it in . 10099n.,twhat is it though ? 13324n.,.
427,2,the's swimming .  244913n,the's swimming where ?  246376n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,the's swimming . 244913n.,the's swimming where ? 246376n.,.
428,3,the's donna see .  395361n,tis he gonna see his mommy and daddy ?  397074n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,the's donna see . 395361n.,tis he going to see his mommy and daddy ? 397074n.,.
429,4,the's don play with .  456693n,twho who's he gonna play with ?  465860n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,the's don play with . 456693n.,twho who's he going to play with ? 465860n.,.
430,5,tat the store .  542134n,twhat store ?  542783n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,tat the store . 542134n.,twhat store ? 542783n.,.
431,6,twhere's the &re here's the rest of him .  630419n,tthe rest of who ?  632048n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,twhere's the here's the rest of him . 630419n.,tthe rest of who ? 632048n.,.
432,7,twhen I can't build I can't build like that .  692930n,tyou can't build what ?  694226n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,twhen I can't build I can't build like that . 692930n.,tyou can't build what ? 694226n.,.
433,8,twhere's where's  ..?  1167264n,twhere's what ?  1169541n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,twhere's where's ..? 1167264n.,twhere's what ? 1169541n.,.
434,9,the's James you caught that big fish .  1217953n,"tJames caught a big fish, but who's Toughy up there ?  1222508n",False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,the's James you caught that big fish . 1217953n.,"tJames caught a big fish, but who's Toughy up there ? 1222508n.",.
435,10,tI drawed chalk only for kids .  1760228n,twhat's for kids ?  1761476n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,tI drawed chalk only for kids . 1760228n.,twhat's for kids ? 1761476n.,.
436,11,tI I got goodies from Santa Claus .  1837651n,tyou got what from Santa Claus ?  1839614n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,tI I got goodies from Santa Claus . 1837651n.,tyou got what from Santa Claus ? 1839614n.,.
437,0,the's going for a trailer for a safe ride .  16462n,ta what ride ?  18358n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,the's going for a trailer for a safe ride . 16462n.,ta what ride ? 18358n.,.
438,1,twe snap it !  207514n,"tsnap them together, right !  209543n",False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,twe snap it ! 207514n.,"tsnap them together, right ! 209543n.",.
439,2,teye patch !  223857n,tthere's your eye patch .  225170n,False,"verb, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,teye patch ! 223857n.,tthere's your eye patch . 225170n.,.
440,3,thow to toilet .  385406n,"thow to go in the toilet, right .  387369n",False,"verb, determiner, preposition",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,thow to toilet . 385406n.,"thow to go in the toilet, right . 387369n.",.
441,4,tshe poopooed in diaper .  407350n,"tin the diaper, yeah .  408332n",False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,tshe poopooed in diaper . 407350n.,"tin the diaper, yeah . 408332n.",.
442,5,twe need  484440n,twe need to keep warm ?  485171n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,twe need 484440n.,twe need to keep warm ? 485171n.,.
443,6,tflaming hot xxx .  573081n,tflaming hot what ?  573812n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,tflaming hot . 573081n.,tflaming hot what ? 573812n.,.
444,7,tlet's pretend this is home !  794394n,thome where ?  795625n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,tlet's pretend this is home ! 794394n.,thome where ? 795625n.,.
445,8,"tDanny, there are maybe she's &um, just choking .  860196n",twho's choking ?  861593n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,"tDanny, there are maybe she's just choking . 860196n.",twho's choking ? 861593n.,.
446,9,tI make it a different day .  1206392n,tyou made it a different day ?  1207607n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,tI make it a different day . 1206392n.,tyou made it a different day ? 1207607n.,.
447,10,tI make it a different day .  1206392n,"toh, you made it yesterday or something ?  1209570n",False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,tI make it a different day . 1206392n.,"toh, you made it yesterday or something ? 1209570n.",.
448,11,ta lady card .  1512607n,tyou're running a what ?  1526042n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,ta lady card . 1512607n.,tyou're running a what ? 1526042n.,.
449,0,tjust in there .  72553n,twhat's in there ?  74266n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tjust in there . 72553n.,twhat's in there ? 74266n.,.
450,1,the went back there .  110358n,tback where ?  111422n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,the went back there . 110358n.,tback where ? 111422n.,.
451,2,teven it's snowing [=! whispering] .  220594n,tfor when it's snowing .  222289n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,"teven it's snowing, . 220594n.",tfor when it's snowing . 222289n.,.
452,3,tbecause I not fair at the racing part .  749390n,tbecause why ?  752733n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tbecause I not fair at the racing part . 749390n.,tbecause why ? 752733n.,.
453,4,the's in his litter box digging for food .  770602n,tin the litter box ?  773297n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,the's in his litter box digging for food . 770602n.,tin the litter box ? 773297n.,.
454,5,thow did I I was bothering her .  959197n,tyou were watering Tiki ?  961075n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,thow did I I was bothering her . 959197n.,tyou were watering Tiki ? 961075n.,.
455,6,tyou house cat .  1021472n,tI'm a house cat ?  1022803n,False,"verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tyou house cat . 1021472n.,tI'm a house cat ? 1022803n.,.
456,7,tI fighted with her too .  1098641n,tyou fought with Grandma !  1100039n,False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tI fighted with her too . 1098641n.,tyou fought with Grandma ! 1100039n.,.
457,8,twhat that polar bear doing ?  1357565n,"t  read me the story, what is he doing ?  1358842n",False,progressive,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,twhat that polar bear doing ? 1357565n.,"t read me the story, what is he doing ? 1358842n.",.
458,9,tand that and they will give us a piece of candy [=! whispering] .  1415600n,twho will ?  1416765n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,"tand that and they will give us a piece of candy, . 1415600n.",twho will ? 1416765n.,.
459,10,twhere's the toys Carey ?  1441137n,twhat toys ?  1442034n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,twhere's the toys Carey ? 1441137n.,twhat toys ? 1442034n.,.
460,11,tI gotta  1681497n,twe gotta talk .  1683359n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tI gotta 1681497n.,twe gotta talk . 1683359n.,.
461,12,tI gotta  1681497n,tyou gotta talk to me .  1684256n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tI gotta 1681497n.,tyou gotta talk to me . 1684256n.,.
462,13,twe kick it .  1732385n,tkick what ?  1733681n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,twe kick it . 1732385n.,tkick what ? 1733681n.,.
463,14,the's going under the tunnel .  1759449n,"tyeah, but how do you go underneath the tunnel ?  1762458n",False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,the's going under the tunnel . 1759449n.,"tyeah, but how do you go underneath the tunnel ? 1762458n.",.
464,15,tI gotta put them in there to show you .  1854719n,tto show me what ?  1855350n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tI gotta put them in there to show you . 1854719n.,tto show me what ? 1855350n.,.
465,16,tdon't be just .  1869182n,tdon't be what ?  1872274n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,tdon't be just . 1869182n.,tdon't be what ? 1872274n.,.
466,0,"tI need buy one those, I need get one of those toys for Tiki down there .  123855n","toh, one of the cat toys ?  125717n",False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"tI need buy one those, I need get one of those toys for Tiki down there . 123855n.","toh, one of the cat toys ? 125717n.",.
467,1,"twe went there to spend the night, we went to get Aunt Barb cookies .  176690n",twe went where ?  178736n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"twe went there to spend the night, we went to get Aunt Barb cookies . 176690n.",twe went where ? 178736n.,.
468,2,tthe bridge was a little slippery .  243102n,tthe what was ?  243751n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tthe bridge was a little slippery . 243102n.,tthe what was ? 243751n.,.
469,3,"tand he helped me do mine, and I helped him do his .  335784n","tso, &um what  342384n",True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"tand he helped me do mine, and I helped him do his . 335784n.","tso, what 342384n.",.
470,4,tJames is gonna start karate too .  369432n,twho is ?  369896n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tJames is going to start karate too . 369432n.,twho is ? 369896n.,.
471,5,"tand he says, wee wee .  424796n",the said what ?  426775n,False,"other, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"tand he says, wee wee . 424796n.",the said what ? 426775n.,.
472,6,"twe're not, it doesn't talk &ah well, we don't talk, it it, it's finished talking .  486523n",tit's what ?  487505n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"twe're not, it doesn't talk well, we don't talk, it it, it's finished talking . 486523n.",tit's what ? 487505n.,.
473,7,"tnot the Shrek Cheetos, they make your xxx green .  502550n",tthey make your what ?  503864n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"tnot the Shrek Cheetos, they make your green . 502550n.",tthey make your what ? 503864n.,.
474,8,tyour tongue real green .  505427n,tthey make your tongue real green .  507105n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tyour tongue real green . 505427n.,tthey make your tongue real green . 507105n.,.
475,9,tpours on !  805384n,"tpours water on you, yep .  806764n",False,"object, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tpours on ! 805384n.,"tpours water on you, yep . 806764n.",.
476,10,tI kind of drop her a little bit .  935298n,tyou dropped her a little bit ?  937076n,False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tI kind of drop her a little bit . 935298n.,tyou dropped her a little bit ? 937076n.,.
477,11,"tand it, and I and I've been making french fries, so you do it .  1057583n",tand what ?  1060277n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"tand it, and I and I've been making french fries, so you do it . 1057583n.",tand what ? 1060277n.,.
478,12,tsquishing it .  1192976n,thow are you squishing it ?  1197764n,False,"subject, progressive",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tsquishing it . 1192976n.,thow are you squishing it ? 1197764n.,.
479,13,tevery corner .  1555983n,tevery corner what ?  1556880n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,tevery corner . 1555983n.,tevery corner what ? 1556880n.,.
